order_id,user_id,purchase_at,amount
o_00010408,u_014009,2025-01-05,57237
o_00010409,u_002246,2025-01-09,138659
o_00010410,u_002246,2025-01-25,151355
o_00010411,u_002246,2025-01-30,131992
o_00010412,u_002246,2025-02-04,143290
o_00010413,u_011550,2025-03-05,85189
o_00010414,u_013954,2025-01-02,88600
o_00010415,u_013954,2025-01-04,99772
o_00010416,u_000330,2025-01-06,219579
o_00010417,u_000330,2025-01-13,405369
o_00010418,u_000330,2025-01-14,270197
o_00010419,u_000330,2025-01-19,209199
o_00010420,u_000330,2025-01-21,388225
o_00010421,u_000330,2025-01-24,372560
o_00010422,u_000330,2025-02-06,413356
o_00010423,u_000330,2025-02-15,400355
o_00010424,u_000330,2025-02-18,354137
o_00010425,u_000330,2025-03-01,357504
o_00010426,u_012637,2025-01-24,77763
o_00010427,u_011675,2025-01-19,34822
o_00010428,u_000401,2025-01-01,124012
o_00010429,u_000401,2025-01-01,212364
o_00010430,u_000401,2025-01-14,240394
o_00010431,u_000401,2025-01-16,226199
o_00010432,u_000401,2025-01-26,147345
o_00010433,u_000401,2025-02-01,156326
o_00010434,u_001201,2025-01-03,69404
o_00010435,u_001201,2025-01-16,91965
o_00010436,u_001201,2025-02-02,77168
o_00010437,u_001201,2025-02-06,126016
o_00010438,u_001201,2025-02-07,123153
o_00010439,u_000657,2025-01-04,219779
o_00010440,u_000657,2025-01-05,176637
o_00010441,u_000657,2025-01-07,222563
o_00010442,u_000657,2025-01-12,280798
o_00010443,u_000657,2025-01-18,109933
o_00010444,u_000657,2025-01-27,252431
o_00010445,u_000657,2025-02-02,269993
o_00010446,u_000657,2025-02-13,214762
o_00010447,u_012409,2025-01-02,45222
o_00010448,u_012409,2025-01-06,107245
o_00010449,u_012550,2025-01-06,134472
o_00010450,u_012550,2025-01-23,130035
o_00010451,u_012550,2025-02-03,119056
o_00010452,u_001727,2025-01-02,165475
o_00010453,u_001727,2025-01-04,61285
o_00010454,u_001727,2025-01-06,139160
o_00010455,u_001727,2025-01-06,111352
o_00010456,u_001727,2025-01-19,100519
o_00010457,u_001727,2025-01-22,151685
o_00010458,u_000974,2025-01-02,50384
o_00010459,u_000974,2025-01-05,81278
o_00010460,u_000974,2025-01-07,62030
o_00010461,u_000974,2025-01-08,69233
o_00010462,u_000974,2025-01-08,71758
o_00010463,u_000974,2025-01-16,52282
o_00010464,u_013190,2025-01-16,152221
o_00010465,u_013190,2025-01-18,130360
o_00010466,u_001985,2025-01-01,60224
o_00010467,u_001985,2025-01-02,32297
o_00010468,u_001985,2025-01-02,88543
o_00010469,u_001985,2025-01-05,27237
o_00010470,u_001985,2025-01-07,65140
o_00010471,u_001985,2025-01-08,66019
o_00010472,u_001985,2025-01-08,38380
o_00010473,u_001985,2025-01-10,28533
o_00010474,u_001985,2025-01-10,89489
o_00010475,u_001510,2025-01-17,66315
o_00010476,u_001510,2025-01-20,144385
o_00010477,u_001510,2025-01-21,73087
o_00010478,u_001510,2025-01-23,68542
o_00010479,u_001510,2025-01-24,109427
o_00010480,u_001510,2025-01-25,115027
o_00010481,u_011549,2025-03-09,48622
o_00010482,u_001299,2025-01-01,112444
o_00010483,u_001299,2025-01-02,98356
o_00010484,u_001299,2025-01-02,66470
o_00010485,u_001299,2025-01-03,81072
o_00010486,u_001299,2025-01-05,93619
o_00010487,u_001299,2025-01-07,107418
o_00010488,u_001299,2025-01-08,79324
o_00010489,u_000137,2025-01-04,134716
o_00010490,u_000137,2025-01-14,156452
o_00010491,u_000137,2025-01-15,243455
o_00010492,u_000137,2025-01-16,226105
o_00010493,u_000137,2025-01-19,72279
o_00010494,u_000137,2025-01-25,73212
o_00010495,u_000137,2025-01-25,193855
o_00010496,u_000137,2025-02-08,166917
o_00010497,u_000137,2025-02-10,145502
o_00010498,u_000137,2025-02-12,169055
o_00010499,u_000137,2025-02-12,97264
o_00010500,u_000137,2025-02-23,147938
o_00010501,u_013645,2025-01-16,42852
o_00010502,u_000445,2025-01-07,190765
o_00010503,u_000445,2025-01-25,166369
o_00010504,u_000445,2025-01-30,138092
o_00010505,u_000445,2025-02-03,134439
o_00010506,u_000445,2025-02-19,149684
o_00010507,u_000445,2025-02-21,284076
o_00010508,u_000445,2025-02-28,212861
o_00010509,u_014228,2025-01-01,139437
o_00010510,u_014228,2025-01-04,95154
o_00010511,u_014228,2025-01-04,147839
o_00010512,u_014236,2025-01-03,95728
o_00010513,u_001091,2025-01-01,183917
o_00010514,u_001091,2025-01-01,137297
o_00010515,u_001091,2025-01-02,172963
o_00010516,u_001091,2025-01-05,161136
o_00010517,u_001091,2025-01-08,174584
o_00010518,u_001091,2025-01-09,150415
o_00010519,u_014519,2025-01-20,66282
o_00010520,u_014519,2025-01-31,75442
o_00010521,u_001841,2025-01-11,124663
o_00010522,u_001841,2025-01-19,100303
o_00010523,u_001841,2025-01-22,100435
o_00010524,u_001841,2025-02-06,121321
o_00010525,u_001841,2025-02-11,151953
o_00010526,u_001841,2025-02-13,57013
o_00010527,u_000164,2025-01-01,359400
o_00010528,u_000164,2025-01-03,363276
o_00010529,u_000164,2025-01-05,155955
o_00010530,u_000164,2025-01-07,345520
o_00010531,u_000164,2025-01-10,122100
o_00010532,u_000164,2025-01-23,128577
o_00010533,u_000164,2025-01-29,187731
o_00010534,u_000164,2025-02-01,362862
o_00010535,u_000164,2025-02-02,358692
o_00010536,u_000164,2025-02-07,178813
o_00010537,u_000164,2025-02-09,237890
o_00010538,u_000164,2025-02-09,214869
o_00010539,u_000090,2025-01-02,78615
o_00010540,u_000090,2025-01-26,102677
o_00010541,u_000090,2025-01-27,66854
o_00010542,u_000090,2025-02-14,81717
o_00010543,u_000090,2025-02-23,114457
o_00010544,u_000090,2025-02-24,80218
o_00010545,u_002241,2025-01-01,126226
o_00010546,u_002241,2025-01-02,127983
o_00010547,u_002241,2025-01-03,76621
o_00010548,u_002241,2025-01-04,193716
o_00010549,u_002241,2025-01-04,128933
o_00010550,u_002241,2025-01-05,145645
o_00010551,u_002241,2025-01-12,152755
o_00010552,u_002241,2025-01-12,198155
o_00010553,u_000834,2025-01-01,61027
o_00010554,u_000834,2025-01-02,155245
o_00010555,u_000834,2025-01-02,136779
o_00010556,u_000834,2025-01-02,68962
o_00010557,u_000834,2025-01-03,114122
o_00010558,u_000834,2025-01-03,111461
o_00010559,u_000834,2025-01-03,110844
o_00010560,u_000834,2025-01-03,72849
o_00010561,u_000834,2025-01-05,57711
o_00010562,u_014408,2025-02-12,61361
o_00010563,u_014408,2025-02-14,116092
o_00010564,u_014408,2025-02-20,123280
o_00010565,u_000087,2025-01-01,196122
o_00010566,u_000087,2025-01-07,239477
o_00010567,u_000087,2025-01-11,261628
o_00010568,u_000087,2025-01-14,275837
o_00010569,u_000087,2025-01-20,165675
o_00010570,u_000087,2025-01-24,132314
o_00010571,u_000087,2025-02-01,282019
o_00010572,u_000087,2025-02-12,169014
o_00010573,u_000087,2025-02-15,213977
o_00010574,u_000087,2025-02-17,162806
o_00010575,u_000087,2025-02-19,277750
o_00010576,u_000087,2025-02-23,126122
o_00010577,u_011686,2025-02-08,51708
o_00010578,u_000121,2025-01-02,318516
o_00010579,u_000121,2025-01-05,146837
o_00010580,u_000121,2025-01-13,292085
o_00010581,u_000121,2025-01-13,227465
o_00010582,u_000121,2025-01-15,180944
o_00010583,u_000121,2025-01-27,300238
o_00010584,u_000121,2025-02-01,324741
o_00010585,u_000121,2025-02-02,328344
o_00010586,u_000121,2025-02-16,176538
o_00010587,u_000121,2025-02-17,182309
o_00010588,u_000121,2025-02-20,184618
o_00010589,u_013260,2025-01-03,40372
o_00010590,u_013260,2025-01-03,54280
o_00010591,u_013260,2025-01-20,84610
o_00010592,u_013587,2025-01-07,69383
o_00010593,u_013587,2025-01-10,25302
o_00010594,u_013587,2025-01-12,65313
o_00010595,u_001739,2025-01-03,168877
o_00010596,u_001739,2025-01-03,157273
o_00010597,u_001739,2025-01-04,194810
o_00010598,u_001739,2025-01-06,90011
o_00010599,u_001739,2025-01-09,184681
o_00010600,u_001739,2025-01-11,165993
o_00010601,u_001739,2025-01-11,154990
o_00010602,u_001739,2025-01-11,68567
o_00010603,u_001739,2025-01-15,64921
o_00010604,u_001739,2025-01-17,173746
o_00010605,u_012310,2025-01-09,83495
o_00010606,u_012310,2025-01-16,95214
o_00010607,u_011308,2025-02-10,58633
o_00010608,u_010552,2025-01-07,45041
o_00010609,u_001141,2025-01-01,100095
o_00010610,u_001141,2025-01-02,224724
o_00010611,u_001141,2025-01-04,90534
o_00010612,u_001141,2025-01-22,84748
o_00010613,u_001141,2025-02-02,197383
o_00010614,u_001141,2025-02-06,118291
o_00010615,u_001141,2025-02-06,133222
o_00010616,u_001141,2025-02-08,98429
o_00010617,u_001141,2025-02-09,230461
o_00010618,u_001141,2025-02-11,205955
o_00010619,u_012320,2025-01-02,150963
o_00010620,u_012320,2025-01-27,57179
o_00010621,u_010529,2025-02-03,46993
o_00010622,u_002075,2025-01-05,77257
o_00010623,u_002075,2025-01-14,102601
o_00010624,u_002075,2025-01-17,150884
o_00010625,u_002075,2025-01-22,142004
o_00010626,u_002075,2025-01-25,90354
o_00010627,u_002075,2025-01-28,57312
o_00010628,u_002075,2025-01-29,50539
o_00010629,u_002075,2025-02-02,50790
o_00010630,u_012839,2025-01-03,105241
o_00010631,u_001068,2025-01-01,253309
o_00010632,u_001068,2025-01-01,130666
o_00010633,u_001068,2025-01-11,179301
o_00010634,u_001068,2025-01-11,170808
o_00010635,u_001068,2025-01-12,239660
o_00010636,u_000918,2025-01-03,37278
o_00010637,u_000918,2025-01-03,78012
o_00010638,u_000918,2025-01-05,106194
o_00010639,u_000918,2025-01-08,103170
o_00010640,u_000661,2025-01-02,96121
o_00010641,u_000661,2025-01-08,140410
o_00010642,u_000661,2025-01-14,111069
o_00010643,u_000661,2025-01-15,80654
o_00010644,u_000661,2025-01-18,75854
o_00010645,u_000661,2025-01-21,55158
o_00010646,u_000661,2025-01-22,99318
o_00010647,u_000661,2025-01-23,93623
o_00010648,u_000661,2025-01-28,111618
o_00010649,u_000661,2025-02-02,122951
o_00010650,u_000661,2025-02-04,95069
o_00010651,u_000661,2025-02-10,140442
o_00010652,u_010545,2025-01-29,38249
o_00010653,u_001315,2025-01-04,144114
o_00010654,u_001315,2025-01-04,191311
o_00010655,u_001315,2025-01-06,220646
o_00010656,u_001315,2025-01-10,165285
o_00010657,u_001315,2025-01-10,82740
o_00010658,u_001315,2025-01-10,138638
o_00010659,u_011063,2025-01-03,51494
o_00010660,u_011247,2025-03-06,72894
o_00010661,u_011378,2025-02-27,58208
o_00010662,u_014385,2025-01-25,46199
o_00010663,u_014385,2025-01-29,46589
o_00010664,u_014385,2025-02-01,153053
o_00010665,u_014364,2025-01-01,171011
o_00010666,u_012083,2025-01-03,128588
o_00010667,u_011738,2025-01-11,50162
o_00010668,u_000075,2025-01-12,119863
o_00010669,u_000075,2025-02-06,142416
o_00010670,u_000075,2025-02-13,82327
o_00010671,u_000075,2025-03-05,86967
o_00010672,u_012262,2025-01-05,94869
o_00010673,u_012262,2025-01-08,84832
o_00010674,u_011915,2025-01-08,92744
o_00010675,u_011915,2025-01-22,67195
o_00010676,u_014717,2025-01-03,97950
o_00010677,u_014853,2025-01-03,58087
o_00010678,u_014853,2025-02-15,116882
o_00010679,u_001410,2025-01-02,162927
o_00010680,u_001410,2025-01-09,115615
o_00010681,u_001410,2025-01-15,99520
o_00010682,u_001410,2025-01-18,69871
o_00010683,u_001410,2025-01-27,117366
o_00010684,u_001410,2025-01-31,123765
o_00010685,u_001410,2025-02-03,150534
o_00010686,u_012216,2025-01-29,58932
o_00010687,u_012216,2025-02-13,67756
o_00010688,u_012216,2025-02-15,91856
o_00010689,u_014267,2025-01-01,69530
o_00010690,u_014267,2025-01-09,54351
o_00010691,u_014267,2025-01-16,107459
o_00010692,u_000292,2025-01-16,65288
o_00010693,u_000292,2025-01-22,66454
o_00010694,u_000292,2025-01-28,176402
o_00010695,u_000292,2025-02-12,70551
o_00010696,u_000292,2025-02-14,165000
o_00010697,u_000292,2025-02-27,220653
o_00010698,u_000292,2025-03-01,182134
o_00010699,u_000292,2025-03-11,216663
o_00010700,u_000292,2025-03-19,206663
o_00010701,u_013191,2025-01-18,77937
o_00010702,u_013376,2025-01-01,59199
o_00010703,u_013376,2025-01-25,68979
o_00010704,u_001696,2025-01-02,95930
o_00010705,u_001696,2025-01-04,232120
o_00010706,u_001696,2025-01-05,224921
o_00010707,u_001696,2025-01-06,158796
o_00010708,u_014725,2025-01-20,108324
o_00010709,u_014725,2025-01-23,83909
o_00010710,u_014725,2025-01-26,58278
o_00010711,u_000630,2025-01-03,228492
o_00010712,u_000630,2025-01-05,282668
o_00010713,u_000630,2025-01-09,235795
o_00010714,u_000630,2025-01-10,96893
o_00010715,u_000630,2025-01-20,99455
o_00010716,u_000630,2025-01-24,157309
o_00010717,u_000630,2025-01-24,239488
o_00010718,u_000630,2025-01-29,272483
o_00010719,u_014530,2025-01-04,65792
o_00010720,u_014530,2025-01-17,53557
o_00010721,u_001192,2025-01-01,135598
o_00010722,u_001192,2025-01-06,148688
o_00010723,u_001192,2025-01-09,106247
o_00010724,u_001192,2025-01-10,109953
o_00010725,u_000618,2025-01-02,117964
o_00010726,u_000618,2025-01-29,285203
o_00010727,u_000618,2025-02-20,270691
o_00010728,u_000618,2025-03-12,371321
o_00010729,u_010705,2025-02-08,91650
o_00010730,u_013697,2025-01-03,66568
o_00010731,u_013697,2025-01-04,52897
o_00010732,u_013697,2025-01-09,84962
o_00010733,u_000333,2025-01-03,343677
o_00010734,u_000333,2025-01-08,325258
o_00010735,u_000333,2025-01-10,318501
o_00010736,u_000333,2025-01-11,226198
o_00010737,u_000333,2025-01-20,176257
o_00010738,u_000333,2025-01-24,333336
o_00010739,u_000333,2025-01-26,168121
o_00010740,u_000333,2025-01-30,226480
o_00010741,u_000333,2025-01-30,253784
o_00010742,u_000333,2025-02-15,316799
o_00010743,u_000333,2025-02-23,373895
o_00010744,u_000856,2025-01-03,190662
o_00010745,u_000856,2025-01-04,119483
o_00010746,u_000856,2025-01-06,191706
o_00010747,u_000856,2025-01-09,200665
o_00010748,u_000856,2025-01-12,82953
o_00010749,u_000856,2025-01-12,165877
o_00010750,u_000856,2025-01-14,168283
o_00010751,u_000856,2025-01-14,172545
o_00010752,u_000856,2025-01-14,81736
o_00010753,u_000856,2025-01-15,151010
o_00010754,u_011954,2025-01-02,177383
o_00010755,u_011954,2025-01-05,83450
o_00010756,u_011056,2025-03-30,22783
o_00010757,u_002125,2025-01-02,76249
o_00010758,u_002125,2025-01-02,45034
o_00010759,u_002125,2025-01-05,77975
o_00010760,u_002125,2025-01-05,150268
o_00010761,u_002125,2025-01-06,144153
o_00010762,u_002125,2025-01-06,57182
o_00010763,u_002125,2025-01-06,85207
o_00010764,u_002125,2025-01-07,120866
o_00010765,u_002125,2025-01-08,126912
o_00010766,u_002125,2025-01-08,51504
o_00010767,u_010631,2025-01-02,33041
o_00010768,u_014769,2025-01-04,160948
o_00010769,u_014769,2025-01-07,222623
o_00010770,u_002165,2025-01-03,94836
o_00010771,u_002165,2025-01-05,118490
o_00010772,u_002165,2025-01-07,49085
o_00010773,u_002165,2025-01-08,120869
o_00010774,u_000422,2025-01-05,112213
o_00010775,u_000422,2025-01-23,194118
o_00010776,u_000422,2025-01-24,221841
o_00010777,u_000422,2025-02-01,138878
o_00010778,u_000422,2025-02-04,269774
o_00010779,u_000422,2025-02-12,164024
o_00010780,u_000259,2025-01-10,42213
o_00010781,u_000259,2025-01-20,109266
o_00010782,u_000259,2025-01-25,108916
o_00010783,u_000259,2025-01-26,120427
o_00010784,u_000259,2025-02-07,69946
o_00010785,u_000259,2025-02-25,55061
o_00010786,u_000259,2025-03-20,98913
o_00010787,u_014855,2025-01-09,162341
o_00010788,u_014855,2025-01-12,174961
o_00010789,u_014855,2025-01-14,121274
o_00010790,u_011350,2025-02-17,39547
o_00010791,u_001989,2025-01-06,115822
o_00010792,u_001989,2025-01-07,236409
o_00010793,u_001989,2025-01-07,195803
o_00010794,u_001989,2025-01-10,134673
o_00010795,u_001989,2025-01-13,153401
o_00010796,u_001989,2025-01-18,128475
o_00010797,u_001989,2025-01-24,225903
o_00010798,u_001989,2025-01-27,263279
o_00010799,u_012628,2025-01-01,42062
o_00010800,u_012628,2025-01-23,30116
o_00010801,u_012305,2025-01-07,98589
o_00010802,u_012305,2025-01-18,43142
o_00010803,u_012305,2025-01-23,95120
o_00010804,u_012610,2025-01-09,58697
o_00010805,u_012610,2025-01-14,132588
o_00010806,u_012610,2025-01-23,95947
o_00010807,u_014684,2025-01-10,160963
o_00010808,u_014684,2025-01-20,180828
o_00010809,u_012337,2025-01-12,84877
o_00010810,u_012337,2025-01-25,143288
o_00010811,u_012337,2025-01-31,107235
o_00010812,u_014834,2025-01-06,74294
o_00010813,u_014834,2025-02-14,35283
o_00010814,u_013841,2025-01-07,85332
o_00010815,u_000428,2025-01-25,187680
o_00010816,u_000428,2025-02-05,106908
o_00010817,u_000428,2025-02-06,59341
o_00010818,u_000428,2025-03-15,110991
o_00010819,u_001111,2025-01-05,52761
o_00010820,u_001111,2025-01-20,86601
o_00010821,u_001111,2025-01-25,161025
o_00010822,u_001111,2025-01-26,130540
o_00010823,u_001111,2025-02-03,162129
o_00010824,u_001111,2025-02-05,131529
o_00010825,u_001111,2025-02-05,122511
o_00010826,u_001111,2025-02-11,149067
o_00010827,u_001111,2025-02-12,104052
o_00010828,u_001111,2025-02-18,133306
o_00010829,u_011765,2025-01-07,49141
o_00010830,u_013958,2025-01-12,91057
o_00010831,u_013958,2025-01-19,48207
o_00010832,u_013958,2025-01-26,73643
o_00010833,u_013913,2025-01-01,49838
o_00010834,u_013913,2025-01-02,68092
o_00010835,u_010851,2025-03-12,78710
o_00010836,u_013330,2025-01-22,77126
o_00010837,u_013330,2025-01-23,38975
o_00010838,u_000394,2025-01-08,406247
o_00010839,u_000394,2025-01-31,121352
o_00010840,u_000394,2025-02-03,332017
o_00010841,u_000394,2025-02-08,175816
o_00010842,u_000394,2025-02-18,425414
o_00010843,u_013643,2025-01-01,128136
o_00010844,u_001107,2025-01-01,113057
o_00010845,u_001107,2025-01-07,58994
o_00010846,u_001107,2025-01-08,66397
o_00010847,u_001107,2025-01-10,35363
o_00010848,u_001107,2025-01-11,117456
o_00010849,u_001107,2025-01-12,89995
o_00010850,u_001107,2025-01-17,96575
o_00010851,u_013193,2025-01-10,32827
o_00010852,u_000968,2025-01-09,161934
o_00010853,u_000968,2025-01-21,189840
o_00010854,u_000968,2025-02-04,140591
o_00010855,u_000968,2025-02-15,114653
o_00010856,u_001631,2025-01-02,102084
o_00010857,u_001631,2025-01-09,107366
o_00010858,u_001631,2025-01-17,145146
o_00010859,u_001631,2025-01-26,146130
o_00010860,u_001631,2025-02-08,128732
o_00010861,u_001631,2025-02-09,113263
o_00010862,u_000245,2025-02-23,151183
o_00010863,u_000245,2025-03-20,211800
o_00010864,u_000245,2025-03-22,98902
o_00010865,u_000245,2025-03-23,92386
o_00010866,u_000245,2025-03-25,180355
o_00010867,u_001349,2025-01-04,216453
o_00010868,u_001349,2025-01-14,82397
o_00010869,u_001349,2025-01-18,81823
o_00010870,u_001349,2025-01-21,135685
o_00010871,u_001349,2025-02-01,83192
o_00010872,u_001349,2025-02-06,117772
o_00010873,u_001349,2025-02-06,198682
o_00010874,u_001349,2025-02-13,149462
o_00010875,u_001349,2025-02-15,78377
o_00010876,u_002100,2025-01-05,44423
o_00010877,u_002100,2025-01-09,79658
o_00010878,u_002100,2025-01-18,50391
o_00010879,u_002100,2025-01-19,67839
o_00010880,u_002100,2025-01-20,65286
o_00010881,u_002100,2025-01-24,101308
o_00010882,u_002100,2025-02-02,61943
o_00010883,u_002100,2025-02-04,106308
o_00010884,u_002100,2025-02-06,77689
o_00010885,u_013998,2025-01-01,141611
o_00010886,u_013998,2025-01-03,45752
o_00010887,u_013998,2025-01-16,57929
o_00010888,u_002207,2025-01-05,168115
o_00010889,u_002207,2025-01-08,109916
o_00010890,u_002207,2025-01-12,163222
o_00010891,u_002207,2025-01-15,184493
o_00010892,u_002207,2025-01-17,74978
o_00010893,u_002207,2025-01-18,79089
o_00010894,u_002207,2025-01-26,197563
o_00010895,u_002207,2025-01-26,147410
o_00010896,u_002207,2025-01-26,179394
o_00010897,u_002207,2025-01-28,97640
o_00010898,u_013000,2025-01-25,113452
o_00010899,u_013000,2025-01-27,115494
o_00010900,u_000614,2025-01-07,159817
o_00010901,u_000614,2025-01-27,176399
o_00010902,u_000614,2025-02-04,178277
o_00010903,u_000614,2025-02-22,70881
o_00010904,u_011848,2025-01-05,117380
o_00010905,u_011848,2025-01-09,58649
o_00010906,u_011848,2025-01-10,57827
o_00010907,u_014710,2025-01-07,111703
o_00010908,u_014710,2025-01-18,128481
o_00010909,u_014710,2025-01-19,132603
o_00010910,u_011213,2025-02-23,56702
o_00010911,u_002139,2025-01-21,114538
o_00010912,u_002139,2025-01-23,36788
o_00010913,u_002139,2025-01-31,87320
o_00010914,u_002139,2025-02-07,110243
o_00010915,u_002139,2025-02-10,58501
o_00010916,u_002139,2025-02-10,117884
o_00010917,u_002139,2025-02-16,57635
o_00010918,u_002139,2025-02-22,88714
o_00010919,u_011711,2025-01-06,53093
o_00010920,u_011711,2025-01-13,80137
o_00010921,u_001063,2025-01-01,104138
o_00010922,u_001063,2025-01-02,86602
o_00010923,u_001063,2025-01-13,109048
o_00010924,u_001063,2025-01-14,100078
o_00010925,u_001063,2025-01-17,151513
o_00010926,u_011763,2025-01-22,80184
o_00010927,u_001114,2025-01-02,235578
o_00010928,u_001114,2025-01-08,240873
o_00010929,u_001114,2025-01-12,94194
o_00010930,u_001114,2025-01-19,163862
o_00010931,u_001114,2025-01-29,233663
o_00010932,u_001114,2025-02-02,238945
o_00010933,u_014562,2025-01-11,85039
o_00010934,u_014562,2025-01-19,46066
o_00010935,u_001288,2025-01-04,88311
o_00010936,u_001288,2025-01-25,178787
o_00010937,u_001288,2025-01-30,90490
o_00010938,u_001288,2025-02-03,127937
o_00010939,u_000346,2025-01-08,189845
o_00010940,u_000346,2025-01-25,270043
o_00010941,u_000346,2025-01-30,433905
o_00010942,u_000346,2025-02-14,375004
o_00010943,u_000346,2025-02-14,420210
o_00010944,u_000346,2025-02-21,317654
o_00010945,u_000346,2025-02-26,129962
o_00010946,u_000346,2025-03-06,212077
o_00010947,u_000346,2025-03-08,239263
o_00010948,u_000346,2025-03-12,147472
o_00010949,u_000346,2025-03-17,175292
o_00010950,u_000346,2025-03-29,376970
o_00010951,u_011117,2025-03-01,50057
o_00010952,u_011444,2025-01-12,95723
o_00010953,u_011953,2025-01-03,93081
o_00010954,u_011953,2025-01-09,116571
o_00010955,u_011953,2025-01-12,171934
o_00010956,u_012073,2025-01-01,85910
o_00010957,u_012073,2025-01-01,116200
o_00010958,u_001690,2025-01-02,189244
o_00010959,u_001690,2025-01-23,119184
o_00010960,u_001690,2025-01-23,148413
o_00010961,u_001690,2025-01-25,136568
o_00010962,u_010882,2025-03-07,34407
o_00010963,u_001828,2025-01-02,152595
o_00010964,u_001828,2025-01-02,163720
o_00010965,u_001828,2025-01-03,116395
o_00010966,u_001828,2025-01-03,87125
o_00010967,u_001828,2025-01-03,147550
o_00010968,u_001828,2025-01-04,124051
o_00010969,u_001828,2025-01-04,81866
o_00010970,u_001828,2025-01-06,197992
o_00010971,u_001828,2025-01-07,133067
o_00010972,u_012513,2025-01-02,84187
o_00010973,u_000745,2025-01-15,90573
o_00010974,u_000745,2025-01-15,139849
o_00010975,u_000745,2025-01-16,117897
o_00010976,u_000745,2025-01-21,211128
o_00010977,u_000745,2025-01-23,100792
o_00010978,u_000745,2025-02-05,167765
o_00010979,u_000745,2025-02-23,139077
o_00010980,u_000745,2025-03-24,144473
o_00010981,u_000745,2025-03-25,189116
o_00010982,u_000745,2025-03-26,199636
o_00010983,u_000823,2025-01-05,88197
o_00010984,u_000823,2025-01-07,133471
o_00010985,u_000823,2025-01-12,122960
o_00010986,u_000823,2025-01-14,119963
o_00010987,u_000823,2025-01-22,82566
o_00010988,u_000823,2025-01-22,106673
o_00010989,u_000823,2025-01-30,50235
o_00010990,u_014307,2025-01-01,74162
o_00010991,u_014307,2025-01-02,64813
o_00010992,u_014307,2025-01-03,113312
o_00010993,u_014572,2025-01-12,105182
o_00010994,u_000751,2025-01-09,50979
o_00010995,u_000751,2025-01-14,87142
o_00010996,u_000751,2025-01-15,121383
o_00010997,u_000751,2025-01-15,166527
o_00010998,u_000751,2025-01-20,128129
o_00010999,u_000751,2025-01-24,116645
o_00011000,u_000696,2025-01-01,140101
o_00011001,u_000696,2025-02-07,222617
o_00011002,u_000696,2025-03-12,182866
o_00011003,u_000696,2025-03-14,133647
o_00011004,u_000696,2025-03-17,100327
o_00011005,u_014066,2025-01-01,69740
o_00011006,u_014066,2025-01-02,143205
o_00011007,u_014231,2025-01-12,150968
o_00011008,u_014231,2025-02-05,73340
o_00011009,u_010913,2025-01-25,43540
o_00011010,u_014674,2025-01-12,136975
o_00011011,u_013340,2025-01-04,79924
o_00011012,u_013340,2025-01-05,44367
o_00011013,u_013340,2025-01-12,103880
o_00011014,u_001637,2025-01-01,88010
o_00011015,u_001637,2025-01-02,70849
o_00011016,u_001637,2025-01-03,55059
o_00011017,u_001637,2025-01-07,65817
o_00011018,u_001637,2025-01-08,65332
o_00011019,u_001637,2025-01-11,100468
o_00011020,u_001637,2025-01-12,77910
o_00011021,u_001637,2025-01-18,96098
o_00011022,u_001637,2025-01-20,55340
o_00011023,u_001606,2025-01-03,100405
o_00011024,u_001606,2025-01-05,93273
o_00011025,u_001606,2025-01-23,82358
o_00011026,u_001606,2025-01-24,85072
o_00011027,u_001606,2025-01-29,135210
o_00011028,u_001606,2025-02-08,129850
o_00011029,u_001606,2025-02-11,90529
o_00011030,u_001606,2025-02-12,150709
o_00011031,u_001606,2025-02-13,206276
o_00011032,u_001606,2025-02-22,116920
o_00011033,u_000594,2025-01-17,381508
o_00011034,u_000594,2025-01-18,208391
o_00011035,u_000594,2025-01-20,379749
o_00011036,u_000594,2025-02-01,361582
o_00011037,u_000594,2025-02-07,359116
o_00011038,u_012189,2025-01-24,126942
o_00011039,u_010998,2025-01-23,52119
o_00011040,u_000186,2025-01-04,302721
o_00011041,u_000186,2025-01-08,364079
o_00011042,u_000186,2025-02-08,193443
o_00011043,u_000186,2025-02-13,117046
o_00011044,u_000186,2025-02-17,392406
o_00011045,u_000186,2025-02-17,232353
o_00011046,u_000186,2025-02-25,164472
o_00011047,u_000186,2025-03-08,233639
o_00011048,u_000186,2025-03-09,312081
o_00011049,u_000186,2025-03-09,182514
o_00011050,u_000186,2025-03-13,195403
o_00011051,u_000775,2025-01-10,69809
o_00011052,u_000775,2025-01-13,109259
o_00011053,u_000775,2025-01-22,97518
o_00011054,u_000775,2025-02-10,48346
o_00011055,u_000793,2025-01-02,50605
o_00011056,u_000793,2025-01-09,61334
o_00011057,u_000793,2025-01-10,121329
o_00011058,u_000793,2025-01-11,59614
o_00011059,u_000793,2025-01-17,55132
o_00011060,u_000793,2025-01-17,105131
o_00011061,u_000793,2025-01-19,156170
o_00011062,u_000793,2025-01-21,71477
o_00011063,u_000793,2025-01-24,96920
o_00011064,u_000793,2025-01-26,122389
o_00011065,u_013441,2025-01-14,79589
o_00011066,u_013441,2025-01-18,30215
o_00011067,u_001627,2025-01-05,109774
o_00011068,u_001627,2025-01-10,53526
o_00011069,u_001627,2025-01-13,73724
o_00011070,u_001627,2025-01-14,111684
o_00011071,u_001627,2025-01-14,43629
o_00011072,u_001627,2025-01-15,40512
